peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
84.52,1.81,V,34,40,6,3,2,8,0,N,2,4,4
116.95,1.79,V,78,20,0,2,0,11,0,N,1,2,2
51.41,1.69,M,56,0,25,2,15,4,0,N,0,1,2
72.78,1.72,V,44,20,8,1,24,9,0,N,0,3,2
73.51,1.65,M,38,0,0,0,9,0,0,N,1,2,1
64.16,1.7,M,37,0,13,8,2,3,0,N,0,2,3
106.25,1.76,V,37,180,0,2,0,0,0,N,2,4,4
96.95,1.76,V,37,20,0,1,15,7,0,N,1,2,2
70.27,1.66,M,41,0,0,3,0,0,0,N,1,2,3
86.58,1.65,M,54,50,0,1,7,0,0,N,1,0,0
56.39,1.77,V,51,0,17,0,16,6,1,N,2,4,4
79.24,1.71,V,60,0,0,2,10,7,0,N,1,4,4
79.61,1.73,M,52,0,1,0,0,0,0,N,2,2,3
69.14,1.73,V,57,0,10,0,1,3,0,N,2,2,3
66.05,1.6,M,21,0,0,8,0,0,0,N,2,1,1
95.91,1.71,M,18,50,3,0,21,21,2,N,1,3,4
83.94,1.76,V,62,0,15,0,15,15,0,N,0,1,0
85.62,1.67,M,20,0,0,1,19,11,0,N,1,2,3
99.27,1.81,V,35,0,0,0,0,12,0,N,2,3,1
82.3,1.64,M,55,0,0,2,9,4,0,N,0,1,2
91.75,1.82,V,40,0,2,0,28,8,0,N,1,2,2
105.05,1.73,M,28,100,0,0,6,7,0,N,2,1,0
70.18,1.71,V,51,0,6,0,8,8,0,N,3,4,3
114.07,1.79,V,18,100,0,2,5,7,0,N,0,0,1
102.02,1.78,V,41,0,0,0,12,7,0,N,0,0,1
76.03,1.71,V,76,0,7,0,14,4,0,N,1,2,1
105,1.82,V,60,0,1,0,14,10,0,N,1,1,2
92.48,1.7,M,39,0,0,5,13,7,0,N,0,1,0
67.79,1.65,M,43,0,6,0,11,3,10,N,2,2,1
74.88,1.77,V,20,0,0,1,9,0,0,N,1,3,3
76.33,1.66,M,45,0,1,1,0,0,0,N,1,2,1
108.72,1.75,V,28,110,0,0,17,0,0,N,0,0,0
80.83,1.69,M,39,0,0,0,1,0,0,N,0,1,2
83.58,1.65,M,37,70,0,0,11,4,0,S,2,3,3
79.61,1.64,M,23,0,0,0,1,6,0,N,0,0,2
83.81,1.7,M,58,0,0,4,0,2,2,N,0,2,2
84.28,1.78,V,28,0,2,1,9,0,1,N,0,1,2
64.54,1.77,V,30,0,16,0,11,5,0,N,0,0,1
63.77,1.63,M,36,0,0,0,0,0,0,N,2,3,3
105.09,1.79,V,18,50,0,0,0,9,0,N,2,2,2
89.29,1.77,V,47,0,0,5,0,1,0,N,2,1,0
74.82,1.73,V,26,0,0,3,0,0,0,N,1,3,3
64.72,1.59,M,18,0,0,3,16,4,0,N,0,2,3
80.19,1.66,M,47,0,0,0,8,0,0,N,1,1,0
85.97,1.69,M,18,10,1,4,0,9,0,N,0,2,2
66.9,1.58,M,35,0,0,1,3,0,0,N,1,2,1
59.82,1.7,V,45,0,6,0,5,0,0,N,2,2,2
68.61,1.67,M,18,70,3,0,14,2,0,N,1,3,4
94.54,1.69,M,34,110,4,2,10,7,0,S,1,1,2
60.26,1.69,V,40,0,7,0,4,0,0,N,1,3,3
54.5,1.74,V,26,0,22,3,3,0,0,N,2,3,2
109.33,1.75,V,32,50,0,0,0,6,0,N,0,0,1
71.2,1.63,M,52,0,15,0,6,11,0,N,0,1,0
57.03,1.78,V,66,0,26,0,0,7,0,N,0,2,3
59.29,1.54,M,33,0,0,4,8,1,0,N,2,3,1
77.75,1.76,V,59,0,6,2,7,4,0,N,1,2,1
79.58,1.72,V,36,80,8,2,0,0,0,N,1,0,1
84.25,1.69,V,55,120,2,2,0,0,1,N,1,3,4
83.67,1.67,M,45,40,0,3,8,3,1,N,2,2,0
106.87,1.74,M,42,100,5,0,7,10,2,N,1,2,1
97.34,1.56,M,18,330,0,0,11,2,1,N,0,0,0
90.4,1.8,V,19,0,4,0,6,9,0,N,1,2,3
71.12,1.62,M,29,0,6,3,0,9,0,N,0,1,3
78.66,1.71,V,36,0,0,4,0,0,0,N,2,1,2
92.31,1.76,V,47,0,0,9,0,0,0,N,1,1,0
68.85,1.64,M,60,70,9,0,5,0,0,N,1,2,2
70.55,1.69,M,33,40,8,3,0,5,0,N,1,2,2
65.86,1.66,M,24,0,0,2,0,0,3,N,1,2,3
55.22,1.67,M,18,0,13,0,7,6,0,S,1,3,2
76.88,1.66,M,31,0,0,4,0,2,0,N,0,1,2
90.85,1.77,V,68,0,0,0,4,0,0,N,2,2,2
70.83,1.69,M,18,0,0,0,2,0,0,N,1,3,3
87.27,1.72,M,20,40,0,0,0,5,0,N,0,2,2
59.94,1.71,V,45,0,5,0,8,3,0,N,4,4,4
66.69,1.66,M,41,0,4,5,0,0,0,N,1,3,2
71.38,1.62,M,45,0,3,0,6,2,0,N,1,1,0
80.44,1.68,M,77,10,0,1,0,4,0,S,2,3,2
64.8,1.65,M,19,0,0,7,7,4,0,N,2,4,3
46.66,1.61,M,29,0,14,0,15,0,0,N,0,1,1
98.17,1.8,V,38,150,8,2,11,4,0,N,1,3,3
71.93,1.71,M,22,0,0,1,0,0,0,N,2,2,2
78.33,1.87,V,49,0,1,2,0,0,0,N,3,4,2
49.6,1.66,M,18,0,15,6,1,0,0,N,2,4,4
74.96,1.76,V,54,0,12,0,5,18,0,N,3,4,4
80.58,1.84,V,44,0,0,0,0,1,0,N,1,4,4
97.19,1.74,V,35,0,0,2,0,7,0,N,0,0,1
99.53,1.75,V,38,60,0,0,6,2,0,N,0,1,0
102.4,1.86,V,56,20,0,2,0,0,0,N,1,1,1
68.76,1.59,M,27,0,2,2,0,2,0,N,0,1,2
59.41,1.59,M,48,0,0,1,0,0,0,N,3,4,2
79.61,1.81,V,18,40,0,6,0,1,0,N,2,4,4
70.54,1.74,V,18,0,2,9,0,4,0,N,3,4,4
99.79,1.8,V,52,90,3,0,0,0,0,N,2,3,3
77.74,1.7,M,18,0,0,0,12,0,0,N,0,1,2
87.8,1.81,V,54,0,0,6,11,0,0,N,0,2,2
76.52,1.63,M,50,0,2,4,1,0,0,N,0,0,0
65.23,1.75,V,36,0,0,3,5,0,0,N,3,4,3
99.59,1.91,V,18,0,0,0,0,2,1,N,0,1,2
81.75,1.74,V,41,0,9,0,14,9,4,N,1,1,3
63.31,1.72,V,54,0,12,4,0,0,0,N,1,2,2
47.24,1.62,M,34,10,14,1,13,0,0,N,2,2,2
66.43,1.64,M,46,80,8,2,0,1,1,N,2,4,3
86.65,1.68,V,42,0,0,2,0,6,0,N,0,1,1
84.51,1.71,V,19,0,0,0,9,0,0,N,0,0,1
71.67,1.7,V,53,110,14,6,4,0,0,N,2,1,2
97.27,1.78,V,38,30,0,0,0,9,0,N,3,4,4
61.65,1.73,V,40,0,9,0,0,0,0,N,1,2,2
99.14,1.8,V,18,0,0,2,13,8,0,N,0,1,1
77.31,1.78,V,42,50,12,1,1,5,0,N,1,1,2
61.61,1.85,V,41,0,9,3,0,0,NA,N,1,4,3
56.7,1.56,M,35,0,5,5,1,0,0,N,1,2,0
106.88,1.75,V,61,20,1,5,9,10,4,N,0,1,1
104.3,1.67,M,48,0,0,0,0,13,0,N,0,0,0
71.94,1.6,M,35,0,0,0,26,6,0,N,1,2,3
62.94,1.64,M,19,0,0,0,0,1,0,N,2,4,4
79.54,1.71,V,42,0,0,3,0,4,0,N,2,3,4
76.32,1.73,V,57,0,0,5,1,0,0,N,2,3,2
73.6,1.63,M,42,0,2,0,15,8,0,N,2,2,3
85.2,1.72,V,18,0,8,5,29,15,0,N,0,0,0
71.97,1.68,M,39,0,0,2,0,5,0,N,2,4,4
58.26,1.69,M,18,0,5,7,0,2,0,N,3,4,4
44.37,1.57,M,75,0,25,0,0,0,4,N,0,3,2
98.81,1.76,V,34,20,0,0,0,5,0,N,0,0,0
85.49,1.76,V,48,20,0,0,13,7,0,N,2,4,3
57.67,1.79,V,20,0,21,5,2,5,0,N,0,2,4
66.61,1.74,V,24,0,1,7,0,0,0,N,2,3,4
103.46,1.76,V,35,170,0,0,1,0,0,N,2,3,3
77.06,1.6,M,71,0,0,3,9,2,0,N,0,1,2
78.61,1.56,M,18,0,5,0,20,19,0,N,2,1,0
52.08,1.66,M,59,0,10,0,4,4,0,N,1,3,3
71.65,1.66,M,43,0,0,3,6,1,0,N,2,3,3
82.9,1.73,V,34,0,0,3,0,3,2,N,1,2,3
84.6,1.66,M,23,70,0,3,0,8,2,N,3,3,2
67.8,1.78,V,43,130,19,9,2,3,0,N,1,3,4
61.44,1.6,M,33,40,7,0,0,0,0,N,0,2,1
56.69,1.62,M,45,0,9,3,0,1,0,N,1,2,3
70.52,1.7,V,34,0,0,8,0,1,0,N,2,4,4
72.83,1.69,V,35,0,0,0,23,5,0,N,1,4,2
72.35,1.64,M,27,0,0,0,9,12,0,N,2,3,3
75.39,1.74,V,19,90,7,0,4,0,2,S,2,3,4
78.11,1.73,V,47,20,0,1,4,3,0,N,2,4,3
101.04,1.68,M,50,0,0,1,19,14,0,N,0,0,1
87.86,1.72,V,29,50,2,0,11,0,0,N,0,0,0
78.85,1.6,M,28,0,0,1,0,6,0,N,1,1,1
65.54,1.75,V,51,0,9,1,0,0,0,N,2,2,4
66.56,1.6,M,22,0,0,2,3,0,0,N,2,2,1
52.31,1.7,V,36,0,9,3,0,0,9,N,3,4,4
84.32,1.66,M,55,0,5,0,16,3,0,N,1,0,0
80.96,1.64,M,45,0,0,4,0,4,0,N,0,1,1
57.56,1.64,M,49,0,12,0,0,2,0,N,1,3,4
64.42,1.67,M,34,0,6,5,0,1,0,N,2,1,2
86.11,1.76,M,26,0,0,7,10,2,0,N,1,2,2
93.56,1.79,V,42,0,0,0,20,7,0,N,0,1,3
64.63,1.68,V,35,0,12,0,2,4,0,N,0,0,2
69.99,1.61,M,47,0,7,2,6,10,0,N,2,3,3
73.69,1.79,V,63,0,12,5,3,6,0,N,2,3,3
81.44,1.74,V,37,0,5,0,7,3,0,N,2,2,2
52.02,1.7,V,45,0,10,0,0,0,0,S,3,4,4
55.03,1.72,V,45,0,14,0,5,0,0,N,2,2,1
70.53,1.59,M,33,0,0,1,0,3,0,N,0,2,1
96.37,1.73,V,29,80,2,0,16,9,0,N,1,2,2
61.32,1.64,M,49,0,14,1,0,5,0,N,0,1,1
95.07,1.74,V,40,0,0,3,0,16,0,N,2,4,4
80.17,1.72,V,18,0,0,2,0,0,0,N,2,1,2
74.77,1.78,V,62,0,6,0,6,0,0,N,3,2,1
69.44,1.67,M,39,0,0,0,0,0,0,S,2,3,3
93.93,1.65,M,47,110,0,0,5,3,0,N,1,2,4
64.8,1.5,M,50,70,3,0,6,0,0,N,1,2,1
58.52,1.62,M,39,0,11,4,0,6,0,N,1,2,3
89.44,1.81,V,38,0,0,3,0,2,0,N,2,2,1
79.7,1.8,V,26,0,0,4,0,0,0,N,3,4,2
86.38,1.58,M,36,0,0,0,12,16,2,N,1,1,2
80.05,1.7,M,45,0,1,0,0,5,0,N,1,4,4
97.24,1.63,M,48,0,0,0,7,16,0,N,0,0,2
63.2,1.53,M,33,0,0,0,7,4,1,N,2,3,3
67.46,1.68,V,30,0,0,3,0,0,0,N,1,3,3
99.64,1.65,M,49,110,4,2,21,10,0,N,1,1,3
47.82,1.63,M,26,0,14,2,11,4,0,N,1,3,3
57.03,1.78,V,60,0,17,3,0,0,0,N,1,2,4
80.52,1.77,V,41,10,0,0,0,1,0,N,2,3,4
79.58,1.72,M,53,0,0,0,12,4,0,N,1,3,3
79.61,1.73,V,57,0,0,7,9,7,0,N,1,4,2
77.78,1.71,M,39,0,0,0,0,0,0,N,2,2,1
81.36,1.72,V,69,0,3,5,6,0,1,N,2,1,2
76.5,1.65,M,44,0,0,2,5,10,0,N,1,4,4
96.64,1.78,V,29,30,0,0,0,5,0,N,1,2,3
105.19,1.78,V,41,70,0,0,0,0,0,N,0,0,0
90.65,1.75,V,20,0,0,7,23,15,3,N,1,3,2
82.38,1.78,V,37,0,0,0,5,8,0,N,4,4,4
99.13,1.7,M,28,30,3,1,19,12,0,N,0,0,0
90.68,1.73,V,31,50,0,0,14,9,3,N,2,4,4
57.31,1.76,V,33,60,18,2,4,1,0,N,3,3,3
88.31,1.71,M,42,0,2,5,1,4,0,N,0,0,0
66.3,1.6,M,36,0,0,0,0,5,0,S,3,4,4
78.37,1.71,V,45,0,0,0,3,0,0,N,2,2,4
46.08,1.6,M,40,0,22,7,0,0,3,N,2,2,2
102.06,1.8,V,49,0,0,0,15,9,0,S,0,1,0
80.21,1.73,V,18,50,1,1,0,0,0,N,1,2,2
85.55,1.78,V,18,0,0,0,9,0,1,N,0,1,1
53.25,1.72,M,19,20,22,3,0,0,0,N,1,1,2
80.61,1.61,M,34,10,0,0,0,4,0,N,0,0,0
69.28,1.62,M,44,0,0,0,0,0,0,N,0,2,3
71.28,1.61,M,22,0,7,3,12,12,0,N,1,2,0
69.52,1.59,M,37,0,0,0,20,7,0,N,2,3,3
115.96,1.78,V,48,120,0,0,10,7,0,N,1,2,2
59.57,1.78,V,32,0,21,0,0,9,0,S,1,3,3
86.59,1.74,M,58,0,0,2,2,6,0,N,2,3,3
97.55,1.66,M,26,140,3,0,0,3,0,N,1,1,2
74.24,1.6,M,39,0,0,3,8,7,0,N,1,2,1
62.67,1.64,M,40,0,6,6,0,1,0,N,1,2,2
68.15,1.58,M,55,0,0,0,13,6,0,N,3,4,4
97.88,1.85,V,21,0,0,3,6,0,0,N,0,0,0
75.82,1.77,V,35,0,5,0,16,6,0,N,2,2,1
65.69,1.69,M,39,0,11,0,0,5,0,N,1,2,1
113.43,1.78,V,40,50,0,0,15,13,0,N,0,1,1
81.91,1.61,M,39,80,0,1,0,0,0,N,1,2,1
123.68,1.79,V,44,160,0,0,0,0,0,N,0,0,0
65.34,1.65,M,36,0,0,2,0,0,0,N,1,4,2
62.44,1.63,M,26,0,9,0,16,10,0,N,1,3,4
58.9,1.64,M,29,0,11,3,0,0,0,N,0,1,2
59.55,1.68,M,71,60,13,0,0,0,0,S,1,4,3
88.89,1.71,V,57,0,11,0,33,22,0,N,1,2,3
94.74,1.71,V,78,0,4,0,17,18,0,N,1,2,2
88.57,1.86,V,41,0,8,0,23,8,0,N,3,2,1
59.38,1.56,M,43,0,0,5,4,0,0,N,2,4,3
69.02,1.62,M,31,0,0,1,0,1,0,N,0,2,4
70.8,1.7,M,44,20,0,5,0,0,0,N,2,4,3
91.42,1.83,V,20,0,0,4,0,3,0,N,1,3,2
86.99,1.7,M,47,0,0,0,0,7,1,N,2,2,1
97.21,1.86,V,32,50,3,5,0,0,2,N,1,2,2
126.74,1.78,V,88,140,0,0,33,21,0,N,2,2,1
80.96,1.64,M,49,0,12,0,26,22,0,N,0,0,0
78.95,1.71,V,63,0,0,1,15,9,0,N,3,4,3
51.41,1.69,M,20,0,20,0,4,0,0,N,3,3,3
81.79,1.7,M,57,0,0,0,1,7,0,N,1,4,3
67.52,1.65,M,41,0,6,5,17,5,0,N,1,1,1
61.37,1.63,M,53,0,10,0,2,5,8,N,2,2,2
86.97,1.75,V,53,0,0,0,4,0,0,N,0,1,0
73.7,1.64,M,27,0,7,1,22,19,0,N,2,3,3
82.9,1.73,V,18,80,0,0,0,0,0,N,2,4,3
68.76,1.59,M,40,0,0,0,0,0,2,N,0,2,2
59.68,1.67,V,34,0,9,0,19,8,0,S,2,3,3
55.2,1.7,V,53,0,14,4,0,0,0,N,0,2,2
72.54,1.69,V,39,90,17,3,0,0,0,N,0,0,0
73.87,1.61,M,37,20,0,2,10,4,0,N,2,3,4
71.69,1.68,M,20,0,6,0,11,2,0,N,2,0,0
72.56,1.78,V,34,20,0,5,0,0,0,N,2,4,4
93.1,1.75,V,67,0,1,0,14,0,0,N,0,0,0
69.82,1.72,V,18,0,7,1,4,2,0,N,1,1,2
91.69,1.76,V,45,110,3,1,0,0,1,N,1,3,3
69.35,1.63,M,60,0,1,0,0,1,0,N,1,3,3
70.25,1.61,M,66,0,7,0,5,0,0,N,0,0,0
71.97,1.69,V,68,0,10,1,16,6,0,N,0,1,1
82.65,1.74,V,50,0,3,2,0,5,0,N,2,2,1
55.12,1.75,V,26,0,16,0,11,7,0,N,1,2,2
91.17,1.77,V,56,0,0,2,1,10,1,N,3,4,4
89.52,1.76,V,40,0,0,0,11,9,0,N,1,2,1
77.15,1.57,M,41,0,0,0,4,9,0,N,0,2,2
72.75,1.66,M,38,0,4,1,22,11,0,N,1,2,4
81.71,1.73,V,22,30,0,1,12,2,0,N,1,1,1
75.14,1.65,M,31,0,0,4,0,0,0,N,2,2,2
76.76,1.77,V,18,0,5,4,19,10,0,N,2,3,2
77.48,1.75,V,50,60,5,5,0,0,0,N,2,3,4
65.37,1.85,V,23,0,13,0,0,0,0,N,0,1,1
81.04,1.63,M,58,90,9,3,16,0,0,N,0,0,0
91.64,1.79,V,45,0,0,0,19,8,0,S,2,4,3
49.97,1.55,M,36,0,7,7,6,6,0,N,4,4,4
59.62,1.82,V,18,40,21,0,2,0,0,N,1,1,0
90.88,1.68,V,45,0,0,4,6,7,0,N,0,0,0
52.02,1.7,V,40,0,19,4,15,12,0,N,3,4,4
73.87,1.61,M,26,0,0,0,0,0,0,N,0,1,0
78.81,1.66,V,52,0,0,1,8,3,0,N,1,3,1
52.99,1.6,M,29,0,9,2,2,0,0,N,2,2,1
82.02,1.79,V,41,30,6,4,9,11,0,N,1,3,3
91.66,1.63,M,27,40,0,5,14,13,0,N,1,2,2
72.54,1.68,V,47,0,0,3,0,0,0,S,2,3,3
77.45,1.7,M,20,0,2,0,5,10,0,S,2,3,4
112.75,1.76,V,49,80,0,1,0,4,0,N,0,0,0
102.13,1.77,V,32,0,0,0,0,8,1,N,0,1,1
70.84,1.67,M,25,40,2,0,0,0,0,N,1,3,3
46.08,1.6,M,18,0,5,5,3,0,0,N,3,3,4
51.81,1.66,M,36,0,8,1,6,0,0,N,3,3,2
74.01,1.79,V,18,0,0,3,2,0,0,N,1,4,4
77.51,1.74,V,36,0,0,2,7,5,0,N,2,4,4
70.51,1.65,M,50,0,7,0,0,0,1,N,2,1,1
55.11,1.59,M,46,60,12,3,27,9,0,N,2,4,3
69.7,1.78,V,18,0,9,0,0,3,0,N,1,2,0
86.85,1.65,M,43,0,0,6,2,4,0,N,1,0,0
69.16,1.67,V,53,0,3,0,15,3,0,N,1,3,1
69.97,1.65,M,43,0,3,5,1,0,0,N,1,2,2
96.47,1.75,M,18,0,0,1,1,11,0,N,0,1,0
58.62,1.6,M,18,0,0,1,0,2,1,N,3,4,4
83.02,1.76,V,59,0,0,1,0,0,0,S,2,3,2
61.11,1.63,M,38,0,0,1,0,0,0,N,2,3,3
73.33,1.63,M,18,0,1,1,2,5,0,N,1,2,3
65.36,1.64,M,34,0,0,0,5,0,0,N,0,3,3
98.92,1.75,V,68,70,8,0,18,14,0,N,2,2,3
68.65,1.58,M,53,0,0,3,10,1,0,N,1,1,1
99.94,1.77,V,63,140,12,5,9,0,0,N,0,0,0
66.55,1.69,M,29,0,0,0,0,0,0,N,2,4,4
94.37,1.72,V,46,160,14,0,18,17,0,N,2,4,4
101.6,1.76,V,55,0,0,0,6,7,4,N,1,0,1
57.44,1.65,M,44,0,11,0,10,0,0,N,1,2,1
62.72,1.62,M,48,0,0,0,0,1,0,N,2,3,4
87.76,1.78,V,31,60,0,0,0,0,0,N,1,3,4
111.56,1.67,M,53,180,0,3,0,3,0,N,1,1,0
51.28,1.63,M,30,0,11,4,2,4,0,N,2,3,4
90.25,1.69,M,18,50,11,0,5,10,3,N,0,0,0
82.55,1.67,V,18,0,0,2,1,0,NA,N,1,0,0
82.84,1.72,V,36,0,0,0,14,8,0,N,2,2,1
55.12,1.75,V,55,0,24,0,2,6,0,S,1,2,3
70.97,1.78,V,42,0,5,0,14,4,7,N,3,4,3
92.19,1.7,V,77,70,0,0,0,0,2,N,2,3,2
102.91,1.61,M,38,120,0,0,11,13,4,N,1,2,3
58.32,1.61,M,40,0,0,0,3,0,0,N,2,4,3
90.09,1.81,V,37,10,5,0,1,0,0,N,0,0,0
88.69,1.67,M,45,60,0,0,0,0,10,N,1,2,1
72.3,1.59,M,31,0,0,0,4,7,0,N,1,2,1
81.79,1.7,M,18,10,1,0,1,3,0,N,0,2,2
80.34,1.7,M,47,0,0,7,3,5,0,N,0,3,4
43.73,1.55,M,32,0,13,4,4,0,0,N,2,3,2
77.57,1.6,M,55,50,9,1,22,17,0,N,1,2,3
67.45,1.72,M,33,110,22,0,17,11,0,N,0,3,2
74.27,1.71,V,18,0,5,2,0,8,0,N,3,4,4
69.99,1.61,M,66,0,0,4,2,3,0,N,2,3,4
94.2,1.79,V,31,70,0,2,0,3,0,N,2,3,3
94.48,1.76,V,46,0,0,0,11,6,0,N,0,1,2
102.85,1.79,V,90,0,1,6,0,0,0,N,0,0,0
52.02,1.7,V,18,20,17,4,0,1,0,N,1,2,2
97.92,1.72,V,26,160,0,0,4,4,0,S,3,4,3
89.01,1.66,M,24,70,0,0,0,0,0,N,1,0,0
110.22,1.66,M,23,250,0,1,21,5,0,N,1,2,1
80.6,1.67,M,28,60,3,0,1,0,4,N,2,3,2
74.85,1.7,M,23,0,0,0,16,4,1,N,1,3,2
64.04,1.62,M,53,0,5,8,1,1,0,N,2,2,3
65.12,1.69,M,24,0,5,2,0,4,0,N,2,3,3
77.17,1.75,V,19,0,6,2,0,0,0,N,1,1,0
80.54,1.69,V,39,0,0,3,2,5,0,N,0,1,2
57.35,1.78,V,51,0,15,2,13,0,0,N,2,2,1
68.63,1.72,M,50,0,4,0,6,0,2,N,0,3,2
77.11,1.69,V,36,0,0,0,13,11,0,N,3,4,4
99.33,1.79,V,52,0,1,0,16,4,0,N,1,0,0
60.98,1.65,M,29,0,0,0,6,0,0,S,2,4,4
63.93,1.66,V,26,0,2,6,0,0,0,N,0,3,2
76.62,1.73,V,31,0,1,2,0,0,3,N,1,3,3
91.23,1.71,V,18,30,0,1,6,2,0,N,0,0,0
69.94,1.7,M,50,0,0,1,2,0,0,S,1,3,3
85.45,1.59,M,49,120,0,1,0,6,0,N,0,3,4
58.58,1.61,M,45,20,16,4,19,12,0,N,0,2,2
83.81,1.7,M,61,0,0,4,0,7,0,N,2,3,4
88.06,1.68,M,64,40,0,5,0,6,0,N,2,4,4
58.86,1.55,M,35,0,5,2,15,4,0,N,0,1,2
79.21,1.78,V,51,0,3,0,8,1,1,N,1,2,3
54.78,1.6,M,32,0,0,6,0,0,0,N,2,4,4
82.12,1.66,M,55,140,13,4,7,0,0,N,0,1,2
81.67,1.65,M,49,0,0,0,0,0,3,N,1,0,1
68.12,1.74,V,23,0,8,4,8,6,0,N,2,3,3
52.02,1.7,V,51,0,18,0,0,0,0,N,2,4,4
59.94,1.71,V,27,0,3,6,7,0,0,N,1,3,3
75.5,1.77,V,51,0,14,3,7,12,0,N,2,1,1
79.71,1.63,M,50,160,22,0,11,12,5,N,0,1,0
65.26,1.67,M,35,0,0,1,2,0,0,N,2,4,4
71.95,1.67,M,63,0,2,0,6,0,0,N,1,1,1
84.61,1.72,V,64,30,0,0,3,0,2,N,2,3,3
52.02,1.7,M,51,0,16,2,11,1,0,N,3,4,3
100.61,1.79,V,52,180,12,6,0,0,0,N,0,1,1
57.8,1.61,M,38,0,1,0,13,3,0,N,3,4,3
103.36,1.85,V,34,0,0,0,21,11,0,N,0,1,1
59.65,1.57,M,40,0,0,0,0,0,0,N,1,2,2
80.76,1.72,V,55,0,1,6,0,9,0,N,2,4,4
82.39,1.66,M,70,0,0,6,0,1,0,N,0,0,0
84.68,1.7,M,53,0,2,0,5,6,0,N,0,2,1
69.44,1.67,V,26,0,0,1,0,0,2,S,2,2,2
96.15,1.84,V,45,0,0,2,0,1,0,N,0,1,0
71.24,1.76,V,46,0,3,0,11,1,2,N,1,2,2
81.74,1.78,V,57,0,0,0,0,1,0,N,2,2,4
87.41,1.64,M,40,80,3,1,0,3,0,N,1,1,2
81.7,1.79,V,34,100,10,5,4,0,0,N,0,2,3
80.61,1.61,M,40,0,0,0,6,11,0,N,1,2,0
67.78,1.64,M,18,0,0,1,17,4,0,N,0,2,2
62.46,1.62,M,24,0,5,3,7,0,0,S,0,0,1
73.98,1.71,V,18,30,6,3,14,6,0,N,2,3,3
69.52,1.72,V,19,0,5,0,9,0,2,N,1,1,1
69.52,1.72,V,49,0,6,3,0,7,0,N,2,3,3
76.83,1.69,M,53,0,3,1,1,2,0,N,2,2,1
50.03,1.61,M,29,0,7,3,0,1,0,N,2,3,4
102.71,1.8,V,37,0,0,0,0,7,0,N,0,1,1
82.46,1.71,V,56,0,0,2,5,0,0,N,1,1,0
76.73,1.61,M,55,0,0,0,1,8,0,N,2,2,4
72.78,1.72,V,34,0,0,5,7,0,0,N,2,3,1
83.16,1.63,M,43,40,0,1,6,5,1,N,2,2,3
100.76,1.78,V,69,20,2,0,22,18,0,N,2,4,3
96.34,1.76,V,32,0,0,0,0,3,1,N,0,0,0
82.95,1.61,M,43,70,0,0,30,12,0,N,3,3,2
53.25,1.72,M,24,0,15,7,1,2,0,N,3,3,3
63.51,1.62,V,40,40,12,2,0,4,0,N,1,2,3
76.26,1.75,V,26,0,0,3,3,0,2,N,1,3,3
66.38,1.67,M,18,0,11,0,24,6,0,N,0,1,1
60.16,1.6,M,49,0,8,0,1,3,0,N,0,1,1
107.45,1.88,V,41,0,0,0,17,6,0,N,0,1,1
99.74,1.76,V,41,180,8,9,7,2,0,N,1,2,1
88.62,1.68,M,58,30,0,0,21,8,0,N,1,3,2
79.26,1.62,M,35,0,0,2,0,0,2,N,0,0,0
105.19,1.78,V,39,100,0,0,3,0,0,N,2,1,0
81.4,1.65,M,18,160,9,9,0,0,0,N,1,1,2
62.87,1.71,V,40,0,2,1,0,0,0,S,2,3,3
63.6,1.77,V,53,130,22,1,0,0,0,N,2,3,4
83.34,1.71,V,34,0,0,2,20,4,0,N,0,0,0
85.75,1.75,V,64,0,0,2,0,9,0,N,1,4,4
108.65,1.82,V,57,0,2,0,0,7,0,N,0,0,1
66.55,1.69,V,66,80,17,0,5,0,0,N,0,1,0
80.16,1.68,M,51,0,4,4,9,6,0,N,1,2,0
129.6,1.8,V,32,300,0,0,0,0,0,N,1,3,4
104.73,1.72,V,40,180,0,0,0,0,0,N,1,2,1
89.01,1.7,M,59,0,0,4,20,15,0,N,2,4,4
91.52,1.71,V,48,0,0,1,7,6,0,N,1,1,0
75.58,1.64,V,51,0,4,0,8,4,0,N,0,1,0
68.88,1.65,M,50,70,14,0,19,2,6,N,0,1,0
62.26,1.69,V,36,0,11,0,0,5,0,N,1,2,2
80.88,1.67,M,31,90,0,1,5,0,0,N,2,3,2
83.93,1.87,V,37,0,0,1,0,0,0,N,3,4,4
87.99,1.73,V,18,30,3,4,0,6,0,N,1,1,1
53.87,1.73,V,47,0,17,5,0,0,5,N,2,4,4
54.6,1.64,M,31,0,10,0,0,0,1,N,0,2,0
88.11,1.79,V,22,0,5,1,3,7,0,N,0,0,1
119.72,1.73,M,24,210,0,1,7,6,10,N,1,1,0
87.72,1.71,V,33,0,0,2,0,5,0,N,1,2,1
60.26,1.69,M,43,0,4,2,9,4,0,N,2,4,3
68.12,1.78,V,53,0,14,0,2,4,0,N,1,1,0
65.54,1.67,M,46,0,7,1,0,1,0,N,2,2,1
71.12,1.68,M,25,20,3,0,0,0,0,N,0,2,3
52.02,1.7,V,56,0,15,2,4,4,0,N,3,4,4
73.31,1.77,V,19,0,0,5,0,2,0,N,3,4,3
91.08,1.81,V,40,0,6,0,0,4,0,N,0,0,0
73.82,1.59,M,18,30,0,0,0,1,0,N,1,1,1
